(3)|(4,(2, 5, 2, 5, 2, 5)),(4,(2, 1, 5, 2, 1, 0)),(1,(1, 5, 2, 4, 4, 2)),(2,(5, 3, 0, 1, 2, 4));(5,(1, 0, 3, 5, 4, 4)),(2,(5, 5, 4, 1, 0, 1)),(1,(3, 0, 0, 0, 0, 4)),(1,(5, 4, 3, 4, 0, 0));(5,(4, 3, 1, 4, 5, 3)),(2,(5, 3, 2, 5, 3, 1)),(1,(5, 5, 5, 2, 0, 3)),(5,(5, 3, 3, 3, 5, 4));(1,(3, 4, 1, 5, 1, 4)),(5,(0, 2, 5, 2, 5, 1)),(1,(3, 0, 1, 0, 2, 5)),(3,(1, 5, 0, 5, 5, 3));(3,(1, 4, 0, 2, 3, 2)),(5,(3, 0, 3, 5, 4, 4));(1,(5, 4, 2, 0, 4, 2))|48.30
(9)|(1,(2, 1, 4, 2, 5, 5)),(2,(2, 0, 2, 0, 4, 4));(3,(1, 4, 0, 5, 3, 3)),(2,(3, 1, 4, 4, 2, 0));(5,(4, 5, 4, 5, 1, 1));(5,(3, 0, 5, 3, 0, 3)),(1,(2, 5, 2, 0, 1, 1)),(5,(1, 4, 1, 4, 1, 1));(2,(1, 5, 4, 1, 5, 1)),(2,(4, 4, 5, 0, 3, 0));(1,(4, 3, 3, 4, 5, 1)),(4,(4, 0, 1, 4, 4, 3)),(5,(1, 1, 1, 3, 5, 3))|47.85
(8)|(5,(4, 5, 1, 3, 4, 1)),(3,(5, 0, 5, 3, 3, 0));(3,(0, 0, 3, 5, 4, 4));(4,(1, 1, 2, 4, 4, 5)),(2,(5, 1, 5, 3, 3, 1));(5,(3, 5, 2, 1, 1, 1)),(5,(3, 1, 4, 3, 0, 3));(4,(1, 4, 4, 0, 0, 3)),(4,(1, 4, 1, 0, 4, 1)),(2,(1, 3, 5, 5, 5, 0));(5,(3, 4, 5, 4, 5, 4)),(3,(0, 1, 0, 0, 0, 2)),(4,(2, 0, 0, 0, 2, 1))|53.20
(3)|(5,(3, 1, 1, 2, 5, 4));(5,(1, 1, 2, 5, 0, 1)),(5,(0, 5, 5, 2, 3, 3)),(1,(2, 0, 0, 4, 3, 4)),(2,(0, 4, 5, 5, 4, 4));(3,(5, 1, 2, 1, 1, 4));(3,(4, 3, 1, 3, 5, 1)),(1,(1, 2, 3, 4, 1, 1)),(5,(3, 3, 0, 1, 2, 2));(5,(3, 0, 2, 2, 1, 0));(5,(3, 5, 0, 0, 0, 0)),(1,(2, 5, 5, 4, 1, 1))|39.10
(2)|(5,(4, 1, 0, 4, 1, 0)),(5,(1, 5, 3, 0, 5, 1));(4,(0, 2, 0, 4, 4, 0)),(2,(3, 0, 3, 0, 4, 3)),(3,(2, 1, 4, 3, 3, 2)),(2,(4, 3, 5, 4, 5, 0));(5,(5, 5, 0, 1, 0, 2)),(5,(4, 0, 1, 1, 4, 1)),(5,(2, 1, 1, 2, 4, 4)),(2,(1, 0, 0, 2, 0, 0));(2,(2, 5, 5, 1, 2, 2)),(3,(5, 1, 3, 0, 1, 3));(3,(0, 0, 5, 2, 4, 4)),(3,(4, 1, 4, 2, 0, 0)),(1,(4, 2, 3, 0, 3, 3)),(3,(0, 5, 2, 3, 3, 5));(4,(5, 4, 2, 5, 1, 2)),(3,(1, 2, 2, 5, 2, 3)),(2,(2, 2, 3, 2, 0, 5))|44.00
(5)|(5,(4, 1, 5, 1, 1, 3));(2,(2, 2, 3, 5, 4, 1)),(1,(0, 3, 0, 5, 4, 3)),(3,(5, 4, 3, 4, 4, 1));(5,(3, 1, 1, 5, 2, 1)),(5,(3, 0, 0, 3, 3, 0)),(3,(5, 5, 5, 4, 5, 2)),(3,(2, 5, 5, 3, 4, 2));(5,(2, 5, 4, 2, 2, 1));(1,(4, 2, 4, 5, 3, 0)),(4,(1, 3, 4, 1, 1, 1)),(4,(5, 0, 4, 2, 5, 3)),(3,(4, 4, 2, 5, 1, 5));(5,(3, 2, 1, 5, 3, 0)),(3,(3, 1, 3, 1, 2, 0)),(5,(4, 2, 1, 0, 0, 4)),(4,(3, 2, 5, 0, 1, 1))|53.75
(5)|(3,(2, 2, 3, 5, 0, 2)),(4,(1, 5, 2, 0, 0, 5)),(5,(4, 1, 4, 2, 5, 0));(1,(0, 0, 5, 2, 1, 0));(2,(3, 1, 3, 1, 3, 1)),(2,(5, 4, 3, 0, 1, 3));(5,(2, 3, 2, 0, 1, 0));(5,(5, 5, 4, 4, 1, 2)),(5,(4, 0, 5, 4, 5, 2)),(2,(3, 1, 2, 1, 0, 4)),(4,(4, 2, 4, 4, 4, 2));(3,(5, 5, 3, 3, 4, 0)),(2,(1, 4, 1, 0, 4, 2))|42.50
(1)|(2,(4, 1, 0, 4, 2, 5)),(5,(3, 4, 2, 1, 5, 5));(5,(5, 5, 0, 2, 0, 2));(5,(4, 5, 5, 0, 3, 5));(3,(0, 2, 5, 1, 4, 1)),(1,(5, 2, 1, 4, 0, 0)),(4,(4, 3, 1, 1, 4, 5));(1,(0, 3, 2, 4, 5, 0));(4,(1, 2, 5, 4, 2, 1)),(2,(4, 4, 3, 3, 4, 0))|33.60
(6)|(2,(0, 4, 2, 2, 4, 4)),(4,(4, 5, 4, 5, 3, 5));(2,(1, 2, 1, 3, 2, 5));(3,(4, 2, 5, 0, 5, 3)),(4,(5, 1, 3, 0, 2, 5));(4,(0, 0, 5, 3, 1, 4)),(4,(3, 2, 3, 1, 5, 0));(1,(1, 3, 1, 1, 4, 0));(5,(3, 4, 3, 0, 3, 1)),(2,(1, 1, 1, 3, 1, 0)),(4,(1, 2, 2, 2, 2, 0)),(5,(0, 5, 3, 5, 1, 0))|49.40
(9)|(5,(5, 2, 1, 0, 2, 0)),(2,(5, 3, 3, 1, 2, 4)),(1,(0, 3, 2, 0, 0, 3)),(4,(3, 3, 4, 3, 4, 0));(2,(2, 2, 4, 5, 0, 5)),(5,(3, 2, 3, 1, 2, 4)),(2,(1, 3, 5, 0, 4, 5));(3,(1, 3, 0, 5, 5, 0)),(5,(1, 5, 1, 4, 0, 4)),(4,(3, 3, 0, 4, 2, 2));(1,(0, 5, 2, 1, 2, 5)),(5,(0, 4, 2, 2, 1, 4));(2,(3, 3, 1, 4, 0, 3));(4,(0, 5, 3, 1, 1, 5))|46.40
(8)|(4,(4, 5, 4, 5, 0, 2)),(4,(0, 0, 4, 4, 4, 0));(3,(4, 3, 0, 3, 3, 1)),(4,(4, 2, 1, 3, 0, 2)),(1,(0, 1, 1, 5, 0, 2)),(1,(3, 1, 3, 0, 2, 1));(4,(3, 5, 1, 2, 5, 4)),(1,(3, 1, 2, 3, 4, 0)),(4,(4, 4, 0, 3, 4, 0));(2,(0, 0, 2, 3, 3, 2)),(2,(1, 0, 4, 2, 2, 1)),(5,(2, 2, 3, 1, 5, 3));(1,(2, 0, 0, 0, 2, 0)),(5,(4, 0, 5, 2, 2, 4)),(2,(2, 4, 5, 4, 2, 5));(3,(1, 2, 4, 2, 2, 4)),(1,(3, 2, 1, 1, 1, 1)),(5,(1, 0, 0, 2, 4, 2)),(3,(3, 0, 5, 1, 2, 2))|57.40
(1)|(5,(2, 5, 3, 0, 4, 4)),(3,(3, 0, 2, 4, 5, 4)),(1,(4, 1, 3, 4, 4, 3)),(5,(0, 5, 2, 5, 4, 5));(1,(5, 4, 2, 3, 3, 5));(4,(4, 3, 5, 4, 4, 2)),(4,(3, 4, 2, 4, 5, 3)),(4,(4, 5, 3, 3, 1, 1));(4,(3, 2, 0, 4, 4, 2)),(4,(2, 5, 4, 1, 4, 4)),(1,(5, 3, 3, 4, 1, 1));(1,(1, 3, 2, 0, 4, 5));(1,(2, 3, 3, 5, 4, 4)),(3,(1, 4, 2, 3, 5, 5)),(2,(2, 1, 2, 3, 1, 3))|38.85
(5)|(1,(2, 5, 5, 4, 3, 4)),(2,(1, 3, 3, 2, 3, 5));(4,(5, 1, 2, 1, 3, 3)),(3,(2, 1, 5, 0, 3, 5)),(2,(3, 1, 5, 3, 4, 2));(5,(2, 4, 5, 2, 1, 1)),(1,(4, 4, 2, 0, 5, 1)),(4,(3, 5, 1, 3, 3, 1));(3,(4, 1, 0, 1, 1, 5));(4,(4, 1, 5, 5, 5, 3)),(3,(1, 1, 4, 3, 3, 3)),(5,(2, 5, 5, 1, 0, 5)),(3,(3, 4, 5, 5, 0, 2));(2,(1, 2, 4, 2, 5, 0)),(2,(0, 0, 2, 3, 3, 2)),(2,(5, 4, 2, 1, 0, 0)),(4,(1, 2, 1, 3, 5, 1))|50.00
(6)|(3,(5, 1, 4, 5, 4, 2)),(4,(5, 4, 4, 0, 0, 0)),(5,(0, 4, 2, 0, 4, 4));(3,(2, 5, 3, 2, 4, 4));(5,(3, 4, 3, 4, 2, 5));(2,(2, 4, 0, 2, 5, 3)),(2,(0, 2, 2, 3, 1, 0)),(4,(5, 4, 3, 4, 2, 2));(5,(2, 4, 1, 2, 3, 1)),(5,(5, 4, 0, 2, 3, 5));(4,(3, 0, 4, 3, 0, 3)),(1,(5, 3, 0, 4, 2, 2)),(5,(2, 3, 5, 4, 1, 5))|44.20
(4)|(2,(0, 3, 3, 1, 4, 3));(2,(5, 4, 2, 2, 5, 2)),(5,(3, 2, 0, 1, 2, 2)),(1,(3, 1, 0, 4, 2, 5));(5,(4, 2, 0, 2, 0, 4)),(3,(0, 5, 4, 1, 4, 2)),(1,(1, 2, 1, 4, 0, 1));(4,(3, 4, 1, 1, 0, 2));(3,(2, 0, 0, 3, 2, 4));(2,(2, 1, 2, 2, 2, 5))|36.00
(2)|(5,(5, 3, 5, 2, 0, 5)),(4,(3, 1, 4, 3, 4, 5)),(4,(3, 5, 4, 0, 1, 4));(5,(0, 0, 2, 5, 1, 5)),(2,(5, 5, 3, 4, 5, 4));(5,(0, 4, 5, 1, 3, 0)),(5,(0, 0, 1, 4, 2, 3)),(1,(5, 4, 5, 0, 1, 1)),(1,(1, 4, 4, 4, 5, 4));(4,(4, 5, 2, 3, 4, 0)),(4,(3, 0, 0, 3, 0, 1));(5,(1, 2, 0, 5, 2, 0)),(5,(4, 5, 1, 4, 2, 4)),(5,(5, 0, 2, 4, 2, 5));(5,(0, 1, 5, 2, 4, 4)),(3,(1, 4, 2, 5, 4, 1)),(4,(5, 2, 5, 2, 3, 2))|47.30
(7)|(1,(3, 3, 1, 0, 2, 5)),(5,(1, 2, 5, 4, 3, 2)),(1,(2, 4, 1, 0, 0, 0));(3,(1, 0, 3, 1, 4, 0)),(5,(0, 4, 4, 3, 4, 3)),(5,(3, 2, 2, 4, 5, 1));(5,(2, 5, 5, 2, 3, 5));(2,(0, 3, 0, 1, 3, 4));(1,(2, 2, 2, 5, 0, 2)),(3,(0, 0, 3, 1, 4, 4)),(5,(2, 2, 2, 1, 3, 2));(2,(1, 0, 4, 3, 2, 2)),(2,(5, 0, 2, 0, 1, 3)),(3,(1, 4, 1, 4, 0, 4))|48.60
(7)|(1,(3, 5, 1, 5, 1, 1)),(4,(4, 5, 4, 1, 4, 3)),(2,(0, 2, 2, 0, 5, 2));(1,(0, 4, 5, 5, 1, 3)),(4,(0, 0, 2, 4, 3, 5));(4,(1, 4, 1, 2, 0, 3)),(2,(2, 5, 1, 5, 4, 3));(5,(4, 0, 0, 3, 4, 3)),(2,(4, 3, 5, 4, 3, 5));(2,(5, 5, 3, 3, 5, 3));(3,(1, 2, 5, 1, 1, 2)),(4,(5, 3, 5, 0, 4, 1)),(3,(3, 3, 5, 4, 5, 3)),(3,(1, 5, 5, 0, 5, 2))|51.30
(2)|(4,(1, 3, 4, 1, 1, 4)),(5,(5, 4, 1, 5, 4, 3)),(1,(5, 0, 1, 1, 0, 0)),(5,(2, 2, 0, 5, 1, 1));(5,(2, 0, 3, 3, 3, 3)),(1,(1, 5, 0, 5, 5, 2));(5,(3, 3, 4, 4, 0, 1)),(2,(5, 3, 0, 2, 3, 5)),(2,(4, 3, 2, 4, 5, 1));(4,(2, 3, 4, 2, 2, 5)),(2,(3, 3, 2, 5, 5, 5));(1,(5, 0, 0, 4, 3, 2));(2,(2, 5, 5, 0, 4, 1)),(4,(4, 0, 0, 3, 2, 4)),(5,(5, 2, 3, 3, 2, 4))|41.80
(9)|(1,(5, 5, 3, 1, 2, 0)),(5,(5, 0, 0, 5, 0, 4)),(5,(3, 3, 1, 5, 3, 0)),(3,(4, 5, 5, 3, 3, 3));(5,(2, 4, 2, 2, 5, 2)),(4,(4, 4, 3, 0, 5, 3));(2,(4, 3, 0, 5, 5, 0)),(2,(2, 5, 3, 4, 4, 4)),(3,(3, 2, 4, 5, 2, 4));(4,(5, 3, 4, 5, 1, 0)),(2,(4, 5, 0, 4, 1, 0)),(4,(3, 1, 1, 4, 3, 0)),(1,(4, 3, 5, 5, 4, 5));(5,(4, 0, 1, 4, 1, 5)),(2,(5, 4, 3, 2, 4, 5)),(2,(4, 4, 4, 4, 4, 2));(4,(1, 3, 3, 0, 4, 3)),(3,(1, 1, 5, 5, 3, 4)),(5,(0, 0, 4, 2, 0, 5))|65.25
(0)|(1,(3, 1, 0, 4, 5, 2)),(3,(4, 4, 2, 1, 5, 4)),(4,(0, 3, 0, 4, 3, 1)),(5,(4, 5, 1, 2, 2, 5));(1,(0, 5, 4, 5, 5, 5));(5,(4, 5, 4, 4, 0, 0));(3,(3, 4, 2, 1, 0, 3));(4,(3, 3, 3, 2, 4, 2)),(4,(5, 1, 5, 1, 0, 3)),(5,(0, 2, 1, 1, 0, 2)),(2,(0, 4, 1, 4, 1, 4));(5,(1, 0, 4, 5, 3, 2)),(5,(3, 1, 0, 3, 4, 5))|37.00
(3)|(3,(2, 4, 2, 5, 3, 4));(3,(3, 3, 0, 1, 4, 1)),(2,(3, 0, 3, 5, 1, 2)),(5,(1, 5, 1, 3, 1, 0));(4,(5, 0, 2, 3, 0, 3)),(5,(0, 4, 1, 1, 5, 1)),(5,(5, 2, 5, 1, 0, 2)),(1,(3, 0, 3, 0, 5, 5));(5,(5, 3, 3, 4, 2, 0)),(4,(5, 5, 2, 2, 3, 0));(5,(3, 2, 1, 4, 5, 1));(3,(0, 5, 2, 1, 3, 3))|36.80
(3)|(3,(1, 5, 2, 3, 3, 2)),(1,(3, 4, 3, 2, 5, 3));(4,(2, 2, 1, 0, 0, 3)),(3,(0, 1, 5, 4, 3, 1)),(4,(2, 4, 3, 2, 3, 2)),(4,(3, 1, 3, 2, 3, 2));(3,(2, 4, 5, 1, 2, 4)),(3,(0, 1, 3, 1, 5, 1));(5,(1, 2, 1, 4, 0, 0));(3,(4, 1, 3, 0, 3, 3)),(5,(5, 4, 3, 1, 5, 0)),(3,(1, 4, 2, 4, 3, 0)),(5,(2, 4, 2, 3, 0, 3));(1,(3, 4, 2, 4, 3, 3)),(5,(1, 2, 5, 3, 2, 0)),(3,(5, 2, 1, 2, 5, 3))|41.40
(4)|(4,(1, 5, 4, 5, 5, 5));(2,(4, 2, 3, 0, 5, 0));(3,(3, 0, 3, 0, 1, 4));(2,(1, 4, 2, 5, 5, 4)),(4,(4, 0, 1, 0, 3, 3)),(3,(4, 0, 2, 1, 2, 5)),(1,(4, 4, 0, 1, 3, 0));(2,(1, 2, 4, 2, 5, 5));(2,(4, 5, 2, 4, 1, 0)),(1,(4, 3, 3, 2, 1, 1)),(1,(1, 5, 2, 0, 3, 2))|43.20
(3)|(4,(4, 2, 4, 0, 2, 2)),(1,(4, 1, 3, 5, 3, 5)),(4,(4, 0, 1, 2, 3, 1));(1,(4, 3, 3, 5, 4, 4)),(4,(4, 1, 2, 2, 4, 3)),(3,(4, 3, 5, 3, 1, 5)),(2,(2, 3, 0, 5, 0, 2));(1,(2, 4, 4, 1, 4, 0));(3,(2, 4, 1, 1, 5, 5)),(3,(3, 0, 3, 1, 5, 5)),(1,(5, 2, 3, 5, 0, 3)),(2,(3, 5, 0, 5, 0, 2));(1,(0, 0, 0, 3, 5, 5)),(3,(5, 4, 0, 1, 1, 3)),(3,(4, 2, 2, 3, 2, 0));(1,(1, 2, 0, 1, 0, 1)),(3,(2, 0, 4, 4, 2, 4))|46.00
(1)|(3,(1, 1, 2, 1, 3, 4)),(3,(1, 2, 3, 4, 1, 1)),(5,(0, 3, 0, 2, 2, 3)),(2,(2, 1, 4, 2, 5, 1));(3,(2, 2, 2, 2, 3, 0)),(1,(0, 2, 2, 2, 4, 0)),(1,(1, 4, 3, 5, 1, 1)),(1,(4, 1, 3, 0, 3, 4));(5,(0, 3, 0, 1, 0, 3)),(4,(1, 1, 1, 1, 4, 2)),(5,(4, 0, 1, 2, 0, 4)),(2,(5, 3, 0, 1, 2, 0));(1,(0, 5, 2, 4, 5, 0)),(1,(0, 5, 5, 1, 4, 1));(1,(4, 5, 5, 3, 3, 0));(5,(0, 4, 3, 5, 4, 4)),(1,(5, 3, 3, 3, 5, 5)),(5,(0, 0, 4, 4, 0, 3)),(2,(1, 2, 5, 2, 5, 5))|45.15
(8)|(3,(0, 0, 2, 4, 5, 4)),(1,(5, 0, 2, 3, 1, 3)),(2,(0, 2, 0, 4, 1, 2));(1,(4, 5, 5, 3, 3, 3));(3,(3, 3, 3, 3, 3, 2)),(5,(1, 0, 0, 1, 3, 5));(4,(1, 0, 2, 1, 2, 1)),(2,(5, 5, 1, 4, 1, 3)),(2,(2, 2, 4, 1, 4, 5)),(3,(3, 3, 2, 3, 5, 0));(1,(2, 5, 2, 2, 1, 1));(4,(2, 2, 5, 4, 2, 5)),(3,(5, 4, 3, 2, 3, 2))|50.40
(3)|(4,(4, 5, 4, 3, 0, 1)),(3,(4, 2, 3, 3, 4, 0)),(3,(4, 0, 4, 2, 2, 5));(3,(3, 2, 1, 5, 3, 1)),(4,(1, 5, 3, 3, 3, 1));(4,(5, 2, 1, 3, 1, 1)),(3,(3, 2, 3, 2, 0, 5)),(4,(3, 4, 2, 2, 1, 3)),(1,(0, 5, 2, 1, 3, 4));(5,(1, 0, 1, 4, 4, 1)),(3,(1, 4, 4, 3, 3, 3));(2,(3, 0, 3, 2, 3, 0)),(2,(0, 2, 1, 1, 5, 3)),(3,(1, 4, 0, 4, 4, 2));(4,(0, 5, 5, 2, 1, 2)),(4,(5, 5, 3, 3, 2, 1)),(4,(3, 1, 4, 0, 3, 0)),(5,(4, 2, 5, 5, 3, 5))|48.30
(8)|(1,(4, 3, 1, 2, 5, 3)),(4,(0, 2, 2, 1, 3, 2)),(1,(1, 0, 4, 3, 4, 2)),(3,(0, 1, 1, 0, 0, 5));(4,(4, 1, 5, 3, 5, 4));(2,(3, 3, 2, 1, 4, 4)),(1,(1, 3, 2, 4, 3, 4)),(4,(5, 0, 0, 4, 0, 5));(4,(1, 2, 1, 1, 5, 0)),(5,(2, 4, 4, 4, 1, 2)),(5,(0, 0, 5, 3, 2, 3)),(4,(5, 3, 4, 5, 5, 5));(1,(5, 2, 2, 0, 1, 1)),(1,(4, 1, 3, 3, 3, 2)),(1,(0, 0, 3, 4, 0, 2));(5,(2, 5, 5, 3, 3, 4)),(2,(1, 2, 3, 0, 4, 5))|61.60
(5)|(5,(1, 1, 3, 1, 3, 5)),(1,(0, 3, 1, 2, 3, 0));(3,(0, 5, 3, 3, 1, 5)),(3,(1, 0, 5, 2, 5, 1)),(5,(1, 4, 3, 4, 5, 3)),(5,(0, 4, 2, 2, 1, 2));(3,(0, 5, 4, 0, 1, 2)),(1,(3, 1, 4, 3, 5, 0));(5,(1, 4, 2, 5, 3, 0));(5,(0, 4, 3, 4, 1, 2));(2,(1, 5, 1, 5, 4, 2)),(5,(2, 5, 5, 2, 4, 2)),(4,(2, 1, 5, 5, 1, 0)),(5,(1, 0, 1, 2, 4, 1))|42.50
(0)|(4,(0, 5, 5, 0, 3, 5));(4,(5, 3, 2, 3, 0, 0)),(2,(5, 1, 3, 4, 0, 1)),(5,(1, 0, 4, 4, 5, 0)),(1,(3, 0, 5, 1, 2, 2));(1,(3, 5, 5, 1, 0, 5)),(4,(2, 1, 2, 4, 0, 4));(2,(0, 4, 3, 4, 3, 5)),(1,(3, 2, 2, 3, 4, 2)),(5,(5, 1, 0, 5, 3, 4));(2,(0, 0, 3, 2, 3, 1)),(4,(2, 3, 0, 1, 4, 4));(1,(5, 1, 0, 3, 5, 0)),(2,(5, 2, 1, 4, 4, 4))|34.00
(4)|(1,(2, 1, 1, 0, 0, 4)),(3,(5, 1, 2, 1, 3, 2)),(5,(1, 1, 2, 3, 3, 1)),(2,(0, 4, 4, 3, 5, 2));(2,(4, 3, 3, 1, 3, 1));(2,(0, 2, 4, 5, 3, 5)),(2,(2, 4, 1, 2, 0, 0)),(5,(2, 2, 0, 5, 5, 4)),(4,(1, 4, 5, 3, 1, 1));(1,(5, 3, 4, 5, 0, 3)),(1,(4, 2, 5, 1, 2, 4));(2,(0, 1, 0, 0, 0, 1));(3,(5, 0, 1, 2, 1, 5)),(4,(4, 5, 2, 1, 3, 4)),(4,(3, 5, 5, 3, 3, 5))|46.80
